rank,corridor_id,region,road,n_segments,length_km,n_critical,n_serious,school_or_market,dominant_intervention,cost_tier,total_benefit,mean_bcr_index,mean_ksi_reduction_pct,inspect_at
2487,THA_1604,THA,(unnamed corridor),1,1.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.2,0.0,97.0,"15.63903,100.77875"
2488,MAH_63,MAH,Kapuskhed Islampur Road,1,0.9,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.2,0.0,82.0,"17.05216,74.27130"
2489,MAH_640,MAH,Katraj - Dehu Road Bypass,1,0.8,0,0,,Re-set limit / signs (low cost),1,0.2,0.0,29.0,"18.45307,73.82870"
2490,THA_1338,THA,(unnamed corridor),1,2.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.2,0.0,94.0,"17.42687,99.80062"
2491,THA_1544,THA,(unnamed corridor),1,1.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.2,0.0,96.0,"8.04714,100.31516"
2492,THA_1543,THA,(unnamed corridor),1,1.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.2,0.0,96.0,"8.04722,100.31505"
2493,THA_1939,THA,(unnamed corridor),1,0.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.2,0.0,95.0,"17.56567,103.97121"
2494,THA_616,THA,(unnamed corridor),1,0.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.2,0.0,91.0,"12.90248,101.24481"
2495,THA_1923,THA,(unnamed corridor),1,0.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.2,0.0,95.0,"16.11034,103.84056"
2496,THA_1922,THA,(unnamed corridor),1,0.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.2,0.0,95.0,"16.11045,103.84055"
2497,MAH_109,MAH,(unnamed),1,0.9,0,1,,Enforcement + calming (medium cost),2,0.2,0.0,56.0,"20.83766,76.31618"
2498,MAH_101,MAH,(unnamed),1,0.9,0,0,,Re-set limit / signs (low cost),1,0.2,0.0,54.0,"20.75045,78.60201"
2499,THA_957,THA,Phetkasem Road,1,0.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,96.0,"9.64375,98.55711"
2500,MAH_602,MAH,Thane Belapur Road Flyover,1,0.7,0,0,,Enforcement + calming (medium cost),2,0.1,0.0,23.0,"19.08523,73.01729"
2501,MAH_64,MAH,(unnamed),1,1.0,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,37.0,"19.96280,79.28366"
2502,MAH_17,MAH,Wani Bypass Rd,1,1.5,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,40.0,"20.22285,79.00588"
2503,MAH_144,MAH,(unnamed),1,1.2,0,0,,Enforcement + calming (medium cost),2,0.1,0.0,18.0,"20.96586,77.75640"
2504,MAH_148,MAH,(unnamed),1,1.2,0,0,,Enforcement + calming (medium cost),2,0.1,0.0,18.0,"20.96637,77.75650"
2505,MAH_155,MAH,Shahu Mill Road,1,0.9,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,34.0,"16.69361,74.24153"
2506,MAH_106,MAH,Sangali- Vita Road,1,0.9,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,29.0,"16.88131,74.58360"
2507,MAH_1,MAH,(unnamed),1,14.8,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,53.0,"19.59618,74.72284"
2508,THA_308,THA,Lom Sak-Loei Road,1,1.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,96.0,"16.88662,101.23219"
2509,MAH_52,MAH,(unnamed),1,0.7,0,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,51.0,"20.90281,74.77139"
2510,THA_622,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,97.0,"17.30280,101.79941"
2511,MAH_37,MAH,Nagpur Katol Road,1,0.6,0,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,68.0,"21.23396,78.91486"
2512,THA_638,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"17.29500,102.21905"
2513,THA_639,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,96.0,"17.29446,102.22260"
2514,THA_1116,THA,(unnamed corridor),1,1.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"10.24078,99.17423"
2515,THA_640,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,92.0,"17.29437,102.22259"
2516,THA_65,THA,(unnamed corridor),1,0.2,1,0,,Enforcement + calming (medium cost),2,0.1,0.0,91.0,"17.45102,100.23628"
2517,THA_651,THA,(unnamed corridor),1,0.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,97.0,"15.21076,102.48595"
2518,THA_652,THA,(unnamed corridor),1,0.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"15.21077,102.48607"
2519,THA_130,THA,Lak Chang Road,1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,94.0,"8.30053,99.37074"
2520,THA_66,THA,(unnamed corridor),1,0.2,1,0,,Enforcement + calming (medium cost),2,0.1,0.0,90.0,"17.45099,100.23644"
2521,THA_1553,THA,(unnamed corridor),1,1.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,96.0,"16.33939,100.38582"
2522,THA_1555,THA,(unnamed corridor),1,0.8,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,72.0,"14.89383,100.39661"
2523,THA_613,THA,(unnamed corridor),1,0.6,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,83.0,"6.57436,101.19929"
2524,THA_615,THA,(unnamed corridor),1,1.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,97.0,"6.56191,101.19916"
2525,THA_62,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,98.0,"17.57802,100.14583"
2526,THA_1927,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,88.0,"16.15351,103.86311"
2527,THA_1928,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,91.0,"16.15358,103.86300"
2528,THA_1079,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,92.0,"8.04879,98.83795"
2529,THA_1080,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,92.0,"8.04877,98.83803"
2530,MAH_175,MAH,(unnamed),1,0.9,0,0,,Enforcement + calming (medium cost),2,0.1,0.0,30.0,"16.65651,73.52316"
2531,MAH_18,MAH,(unnamed),1,13.5,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,5.0,"21.29672,79.28369"
2532,THA_1353,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,92.0,"8.36253,99.79441"
2533,THA_1354,THA,(unnamed corridor),1,0.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,92.0,"8.36435,99.79816"
2534,THA_1357,THA,(unnamed corridor),1,0.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,94.0,"16.99541,99.83398"
2535,THA_1622,THA,(unnamed corridor),1,0.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"14.70483,100.89489"
2536,MAH_68,MAH,(unnamed),1,0.9,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,36.0,"21.05617,75.78294"
2537,THA_1536,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,94.0,"13.51393,100.30641"
2538,THA_663,THA,(unnamed corridor),1,0.6,1,0,,Enforcement + calming (medium cost),2,0.1,0.0,86.0,"17.81983,102.60411"
2539,THA_1337,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,93.0,"15.75058,99.79097"
2540,THA_1344,THA,(unnamed corridor),1,0.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,92.0,"16.06129,99.85867"
2541,THA_1955,THA,(unnamed corridor),1,0.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,96.0,"15.68851,104.09344"
2542,THA_1957,THA,(unnamed corridor),1,0.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,89.0,"15.68138,104.10313"
2543,THA_1063,THA,(unnamed corridor),1,1.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,93.0,"8.32435,98.41037"
2544,THA_604,THA,(unnamed corridor),1,0.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,93.0,"19.17861,100.91622"
2545,THA_605,THA,(unnamed corridor),1,0.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,93.0,"19.17899,100.91639"
2546,THA_606,THA,(unnamed corridor),1,0.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,94.0,"19.17892,100.91647"
2547,MAH_389,MAH,Pirangut Paud Road,1,0.8,0,0,,Enforcement + calming (medium cost),2,0.1,0.0,23.0,"18.51325,73.67403"
2548,THA_654,THA,(unnamed corridor),1,0.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,97.0,"17.24577,102.53324"
2549,THA_675,THA,(unnamed corridor),1,0.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,91.0,"14.61854,103.08237"
2550,MAH_39,MAH,Nandura Road,1,0.9,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,39.0,"20.72962,76.55680"
2551,THA_594,THA,(unnamed corridor),1,0.5,0,1,,Re-set limit / signs (low cost),1,0.1,0.0,70.0,"13.97102,100.55053"
2552,THA_601,THA,(unnamed corridor),1,1.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,94.0,"18.00232,100.88130"
2553,THA_1083,THA,(unnamed corridor),1,0.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"18.61225,98.85214"
2554,THA_1084,THA,(unnamed corridor),1,0.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,94.0,"18.61215,98.85218"
2555,THA_1088,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,94.0,"18.61407,98.85775"
2556,THA_1945,THA,(unnamed corridor),1,1.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,94.0,"15.28722,103.93443"
2557,THA_1977,THA,(unnamed corridor),1,0.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,96.0,"14.65875,104.22159"
2558,THA_1620,THA,(unnamed corridor),1,0.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,94.0,"19.17396,100.91790"
2559,THA_1728,THA,(unnamed corridor),1,0.8,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,74.0,"6.02567,101.96648"
2560,THA_1283,THA,(unnamed corridor),1,0.6,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,86.0,"8.16118,99.67528"
2561,THA_1285,THA,(unnamed corridor),1,0.5,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,84.0,"8.16101,99.67543"
2562,THA_1290,THA,(unnamed corridor),1,0.3,1,0,,Enforcement + calming (medium cost),2,0.1,0.0,83.0,"9.31815,99.69223"
2563,THA_883,THA,In Chai Mi Road,1,0.4,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,85.0,"17.65184,100.04252"
2564,THA_887,THA,Phet Matukhla Road,1,1.3,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,85.0,"15.02169,102.41096"
2565,MAH_2,MAH,MDR11,1,7.1,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,40.0,"18.17787,76.65836"
2566,MAH_66,MAH,(unnamed),1,1.1,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,39.0,"18.40181,76.59296"
2567,THA_344,THA,(unnamed corridor),1,0.3,1,0,,Enforcement + calming (medium cost),2,0.1,0.0,76.0,"16.72211,98.57038"
2568,THA_544,THA,(unnamed corridor),1,0.2,1,0,,Enforcement + calming (medium cost),2,0.1,0.0,80.0,"13.94465,100.43080"
2569,THA_550,THA,(unnamed corridor),1,0.2,1,0,,Enforcement + calming (medium cost),2,0.1,0.0,83.0,"13.94768,100.44076"
2570,THA_551,THA,(unnamed corridor),1,0.3,1,0,,Enforcement + calming (medium cost),2,0.1,0.0,85.0,"13.94866,100.44647"
2571,THA_558,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,90.0,"14.58718,100.45486"
2572,THA_1885,THA,(unnamed corridor),1,0.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,94.0,"17.47842,103.45468"
2573,THA_1664,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,94.0,"12.82895,101.20585"
2574,THA_701,THA,(unnamed corridor),1,0.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,96.0,"17.66020,103.74506"
2575,THA_713,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,96.0,"15.81198,104.12775"
2576,THA_720,THA,(unnamed corridor),1,0.4,1,0,,Enforcement + calming (medium cost),2,0.1,0.0,80.0,"14.72405,104.19906"
2577,THA_1106,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,90.0,"18.76358,99.02676"
2578,THA_1110,THA,(unnamed corridor),1,0.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,88.0,"18.58638,99.05099"
2579,THA_872,THA,Si Ayutthaya Road,1,0.2,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,84.0,"13.76066,100.52828"
2580,THA_1317,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"13.94489,99.75400"
2581,THA_1250,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,92.0,"13.62657,99.57529"
2582,THA_1874,THA,(unnamed corridor),1,0.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,94.0,"15.85104,103.37368"
2583,THA_1875,THA,(unnamed corridor),1,0.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,91.0,"15.85227,103.37595"
2584,THA_541,THA,(unnamed corridor),1,0.2,1,0,,Enforcement + calming (medium cost),2,0.1,0.0,83.0,"13.94481,100.43063"
2585,THA_1650,THA,(unnamed corridor),1,1.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"16.78625,101.19815"
2586,THA_1655,THA,(unnamed corridor),1,1.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,91.0,"16.73301,101.22885"
2587,THA_1659,THA,(unnamed corridor),1,0.8,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,78.0,"16.88378,101.22645"
2588,THA_524,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,92.0,"14.01671,100.17655"
2589,THA_568,THA,(unnamed corridor),1,0.2,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,76.0,"13.69265,100.48140"
2590,THA_1470,THA,(unnamed corridor),1,0.5,1,0,,Enforcement + calming (medium cost),2,0.1,0.0,78.0,"17.63713,100.09934"
2591,THA_1484,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"20.22242,100.14354"
2592,THA_1485,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,96.0,"20.22250,100.14385"
2593,THA_1488,THA,(unnamed corridor),1,0.8,1,0,,Enforcement + calming (medium cost),2,0.1,0.0,82.0,"18.13036,100.13340"
2594,THA_868,THA,Rotchana Road,1,1.0,1,0,,Enforcement + calming (medium cost),2,0.1,0.0,76.0,"14.23580,100.71377"
2595,THA_1621,THA,(unnamed corridor),1,0.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"14.70496,100.89489"
2596,THA_374,THA,(unnamed corridor),1,0.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,97.0,"19.33170,98.95581"
2597,THA_1379,THA,(unnamed corridor),1,0.7,1,0,,Enforcement + calming (medium cost),2,0.1,0.0,83.0,"13.37204,99.84398"
2598,THA_730,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"15.10011,104.50029"
2599,THA_731,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"15.09999,104.50029"
2600,THA_732,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"15.10011,104.50327"
2601,THA_733,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"15.10024,104.50326"
2602,THA_502,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"13.95736,100.07615"
2603,THA_503,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,92.0,"13.96168,100.08093"
2604,THA_508,THA,(unnamed corridor),1,1.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,91.0,"6.60306,100.06330"
2605,THA_510,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"17.61025,100.11205"
2606,THA_380,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,96.0,"18.56000,99.03649"
2607,THA_382,THA,(unnamed corridor),1,0.5,1,0,,Enforcement + calming (medium cost),2,0.1,0.0,81.0,"19.82390,99.16869"
2608,THA_844,THA,Suwinthawong Road,1,0.4,1,0,,Enforcement + calming (medium cost),2,0.1,0.0,79.0,"13.81967,100.73859"
2609,MAH_221,MAH,Karjat Road,2,1.2,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,23.0,"19.16054,73.24214"
2610,THA_1754,THA,(unnamed corridor),1,1.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,93.0,"17.78027,102.39996"
2611,MAH_5,MAH,(unnamed),1,2.0,0,1,,Enforcement + calming (medium cost),2,0.1,0.0,52.0,"18.22972,74.56968"
2612,THA_364,THA,(unnamed corridor),1,0.2,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,80.0,"18.74826,98.94135"
2613,THA_1507,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,94.0,"14.01474,100.17459"
2614,THA_1508,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,93.0,"14.01476,100.17441"
2615,THA_1155,THA,(unnamed corridor),1,1.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,93.0,"7.56740,99.34862"
2616,THA_1138,THA,(unnamed corridor),1,1.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"10.57232,99.27058"
2617,THA_528,THA,(unnamed corridor),1,0.6,1,0,,Enforcement + calming (medium cost),2,0.1,0.0,83.0,"16.45618,100.29494"
2618,THA_383,THA,(unnamed corridor),1,0.4,1,0,,Enforcement + calming (medium cost),2,0.1,0.0,80.0,"9.11288,99.16391"
2619,THA_387,THA,(unnamed corridor),1,0.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,91.0,"20.11873,99.79753"
2620,THA_1641,THA,(unnamed corridor),1,1.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,94.0,"17.23790,101.15370"
2621,THA_1644,THA,(unnamed corridor),1,0.5,1,0,,Enforcement + calming (medium cost),2,0.1,0.0,76.0,"17.27443,101.15642"
2622,MAH_47,MAH,Nandura Road,1,0.9,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,24.0,"20.72194,76.56228"
2623,THA_1217,THA,(unnamed corridor),1,0.6,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,82.0,"11.20735,99.50887"
2624,THA_1693,THA,(unnamed corridor),1,1.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,91.0,"6.63547,101.46739"
2625,THA_1324,THA,(unnamed corridor),1,0.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,94.0,"12.93560,99.76193"
2626,THA_812,THA,Sathitnimankan Road,1,0.6,1,0,,Enforcement + calming (medium cost),2,0.1,0.0,85.0,"15.20042,105.40295"
2627,MAH_25,MAH,(unnamed),1,1.3,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,49.0,"19.97795,76.78867"
2628,THA_1237,THA,(unnamed corridor),1,1.7,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,84.0,"18.70559,99.56827"
2629,THA_1794,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,96.0,"15.34965,102.74090"
2630,THA_1221,THA,(unnamed corridor),1,3.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,94.0,"7.81003,99.51854"
2631,THA_427,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"7.38474,99.66935"
2632,THA_428,THA,(unnamed corridor),1,0.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"7.38481,99.66946"
2633,THA_1672,THA,(unnamed corridor),1,1.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,91.0,"16.46346,101.29702"
2634,THA_1673,THA,(unnamed corridor),1,0.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,90.0,"12.77868,101.29396"
2635,THA_1675,THA,(unnamed corridor),1,0.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,94.0,"6.89070,101.26345"
2636,THA_1690,THA,(unnamed corridor),1,3.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,88.0,"6.64137,101.45761"
2637,THA_1691,THA,(unnamed corridor),1,1.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,88.0,"6.63125,101.45921"
2638,THA_480,THA,(unnamed corridor),1,0.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,89.0,"8.36911,99.97646"
2639,THA_483,THA,(unnamed corridor),1,0.4,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,87.0,"13.40500,100.00160"
2640,THA_501,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"13.95749,100.07602"
2641,THA_1988,THA,(unnamed corridor),1,2.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,94.0,"15.52140,104.43512"
2642,THA_513,THA,(unnamed corridor),1,0.6,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,86.0,"6.63227,100.06990"
2643,THA_514,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,97.0,"14.01047,100.09641"
2644,THA_437,THA,(unnamed corridor),1,1.0,1,0,,Enforcement + calming (medium cost),2,0.1,0.0,82.0,"17.51283,99.75505"
2645,THA_407,THA,(unnamed corridor),1,0.2,1,0,,Enforcement + calming (medium cost),2,0.1,0.0,80.0,"16.46071,99.53765"
2646,THA_1435,THA,(unnamed corridor),1,0.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,93.0,"13.19718,99.97970"
2647,THA_1436,THA,(unnamed corridor),1,0.5,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,87.0,"8.42526,99.96388"
2648,THA_1443,THA,(unnamed corridor),1,1.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,97.0,"6.63568,100.04579"
2649,THA_392,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"9.10930,99.23174"
2650,THA_400,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,96.0,"19.11409,99.46186"
2651,THA_465,THA,(unnamed corridor),1,0.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,97.0,"20.18640,99.89000"
2652,MAH_26,MAH,Mirya Bandar,1,1.0,0,0,,Enforcement + calming (medium cost),2,0.1,0.0,30.0,"17.00291,73.28846"
2653,MAH_31,MAH,(unnamed),1,0.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,88.0,"21.47606,78.26492"
2654,MAH_3,MAH,(unnamed),1,4.2,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,34.0,"21.16382,79.66945"
2655,THA_477,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,92.0,"8.38178,99.97461"
2656,MAH_42,MAH,Nagpur Katol Road,1,0.7,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,76.0,"21.22988,78.91994"
2657,THA_2009,THA,(unnamed corridor),1,0.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,93.0,"15.86120,104.64160"
2658,THA_170,THA,Charot Withi Thong Road,1,1.1,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,80.0,"17.31637,99.83276"
2659,THA_453,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,97.0,"14.25247,99.81843"
2660,THA_454,THA,(unnamed corridor),1,0.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"14.25540,99.82149"
2661,THA_457,THA,(unnamed corridor),1,0.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,96.0,"20.16082,99.86444"
2662,THA_1573,THA,(unnamed corridor),1,0.3,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,85.0,"13.74615,100.48007"
2663,THA_2018,THA,(unnamed corridor),1,0.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,96.0,"16.31305,104.92213"
2664,THA_2019,THA,(unnamed corridor),1,0.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,96.0,"16.31320,104.92225"
2665,THA_1161,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,96.0,"18.27963,99.38234"
2666,THA_1502,THA,(unnamed corridor),1,0.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,96.0,"18.45661,100.18418"
2667,THA_1504,THA,(unnamed corridor),1,0.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"18.45667,100.18428"
2668,THA_1505,THA,(unnamed corridor),1,0.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,97.0,"6.78837,100.13453"
